sparse_getindex_small2    0.607    0.719    0.647    0.045
sparse_getindex_small3    0.539    0.569    0.551    0.013
sparse_getindex_medium1    0.739    0.929    0.813    0.076
sparse_getindex_medium2    1.036    1.197    1.098    0.064
sparse_getindex_medium3    0.915    0.972    0.939    0.022
sparse_getindex_small4    0.119    0.143    0.130    0.010
sparse_getindex_small5    0.285    0.305    0.295    0.009
sparse_getindex_small6    1.303    2.184    1.767    0.436
sparse_getindex_small7    0.169    0.172    0.171    0.001
sparse_getindex_small8    0.148    0.151    0.149    0.001
sparse_getindex_small9    0.142    0.153    0.148    0.005
sparse_getindex_small10    1.091    1.100    1.094    0.004
sparse_getindex_small11    4.030    4.067    4.046    0.014
sparse_getindex_small12    4.028    4.741    4.215    0.298
sparse_getindex_small13    0.476    0.612    0.547    0.052
sparse_getindex_small14    0.387    0.402    0.395    0.006
sparse_getindex_small15    1.616    2.387    2.002    0.336
sparse_getindex_small16    0.504    0.580    0.549    0.028
sparse_getindex_small17    0.483    0.596    0.534    0.043
sparse_getindex_small18    0.556    0.672    0.627    0.047
sparse_getindex_small19    8.642    9.746    9.202    0.513
sparse_getindex_small20    7.106    7.770    7.360    0.317
sparse_getindex_small21    8.693    9.965    9.015    0.535
sparse_getindex_small22    0.413    0.519    0.459    0.042
sparse_getindex_small23    0.417    0.483    0.450    0.026
sparse_getindex_small24    1.519    2.166    1.680    0.274
sparse_getindex_small25    0.559    0.858    0.645    0.124
sparse_getindex_small26    0.596    0.692    0.630    0.038
sparse_getindex_small27    0.564    0.649    0.599    0.034
sparse_getindex_small28    8.391    9.009    8.549    0.261
sparse_getindex_small29    6.795    7.441    6.999    0.255
sparse_getindex_small30    8.577    9.150    8.885    0.280
sparse_getindex_medium4    0.142    0.152    0.146    0.004
sparse_getindex_medium5    0.287    0.290    0.288    0.001
sparse_getindex_medium6    1.279    1.741    1.427    0.180
sparse_getindex_medium7    0.165    0.190    0.178    0.010
sparse_getindex_medium8    0.153    0.170    0.162    0.006
sparse_getindex_medium9    0.149    0.163    0.153    0.006
sparse_getindex_medium10    1.020    1.087    1.045    0.026
sparse_getindex_medium11    3.125    3.263    3.181    0.065
sparse_getindex_medium12    3.361    3.487    3.417    0.050
sparse_getindex_medium13    0.630    0.662    0.647    0.012
sparse_getindex_medium14    0.331    0.383    0.352    0.019
sparse_getindex_medium15    1.307    2.699    1.655    0.589
sparse_getindex_medium16    0.512    0.647    0.555    0.053
sparse_getindex_medium17    0.556    0.601    0.584    0.019
sparse_getindex_medium18    0.480    0.622    0.572    0.054
sparse_getindex_medium19    8.235    8.311    8.262    0.030
sparse_getindex_medium20    3.189    3.283    3.216    0.038
sparse_getindex_medium21    3.445    3.515    3.469    0.028
sparse_getindex_medium22    0.404    0.441    0.418    0.015
sparse_getindex_medium23    0.303    0.361    0.337    0.026
sparse_getindex_medium24    1.329    2.132    1.526    0.345
sparse_getindex_medium25    0.552    0.640    0.590    0.038
sparse_getindex_medium26    0.608    0.662    0.629    0.021
sparse_getindex_medium27    0.504    0.579    0.549    0.030
sparse_getindex_medium28    7.949    8.340    8.052    0.165
sparse_getindex_medium29    2.895    3.120    2.961    0.099
sparse_getindex_medium30    3.495    3.641    3.543    0.059
sparse_getindex_small31   98.225  103.339  100.242    2.667
sparse_getindex_small32    0.080    0.081    0.080    0.000
sparse_getindex_small33    0.077    0.079    0.078    0.001
sparse_getindex_small34    0.085    0.086    0.086    0.000
sparse_getindex_small35   98.023   98.228   98.118    0.095
sparse_getindex_small36    0.166    0.191    0.171    0.011
sparse_getindex_small37    0.161    0.170    0.164    0.004
sparse_getindex_small38    0.174    0.176    0.175    0.001
sparse_getindex_small39   89.399   89.809   89.543    0.183
sparse_getindex_small40    0.162    0.163    0.162    0.000
sparse_getindex_small41    0.167    0.233    0.195    0.024
sparse_getindex_small42    0.159    0.160    0.160    0.000
sparse_getindex_medium31    0.078    0.078    0.078    0.000
sparse_getindex_medium32    0.075    0.075    0.075    0.000
sparse_getindex_medium33    0.075    0.076    0.075    0.000
sparse_getindex_medium34    0.158    0.159    0.158    0.000
sparse_getindex_medium35    0.168    0.175    0.171    0.003
sparse_getindex_medium36    0.153    0.156    0.154    0.001
sparse_getindex_medium37    0.160    0.161    0.160    0.001
sparse_getindex_medium38    0.177    0.177    0.177    0.000
sparse_getindex_medium39    0.175    0.177    0.176    0.001
