sparse_getindex_small2    0.565    0.626    0.584    0.026
sparse_getindex_small3    0.523    0.530    0.526    0.003
sparse_getindex_medium1    0.654    0.797    0.704    0.061
sparse_getindex_medium2    1.013    1.289    1.156    0.112
sparse_getindex_medium3    0.954    1.016    0.981    0.031
sparse_getindex_small4    0.116    0.130    0.121    0.005
sparse_getindex_small5    0.256    0.278    0.264    0.009
sparse_getindex_small6    1.465    2.064    1.651    0.270
sparse_getindex_small7    0.179    0.182    0.180    0.002
sparse_getindex_small8    0.156    0.163    0.159    0.003
sparse_getindex_small9    0.153    0.165    0.159    0.005
sparse_getindex_small10    1.093    1.350    1.199    0.117
sparse_getindex_small11    3.606    4.058    3.703    0.199
sparse_getindex_small12    4.027    5.000    4.595    0.362
sparse_getindex_small13    0.410    0.608    0.489    0.079
sparse_getindex_small14    0.378    0.423    0.396    0.018
sparse_getindex_small15    1.548    2.093    1.684    0.235
sparse_getindex_small16    0.532    0.626    0.585    0.037
sparse_getindex_small17    0.511    0.611    0.560    0.039
sparse_getindex_small18    0.530    0.588    0.561    0.026
sparse_getindex_small19    8.526    9.236    8.734    0.289
sparse_getindex_small20    6.767    7.721    7.157    0.426
sparse_getindex_small21    8.302   10.144    9.431    0.749
sparse_getindex_small22    0.413    0.521    0.463    0.045
sparse_getindex_small23    0.426    0.495    0.460    0.027
sparse_getindex_small24    1.592    2.189    1.745    0.255
sparse_getindex_small25    0.562    0.635    0.595    0.032
sparse_getindex_small26    0.560    0.673    0.613    0.046
sparse_getindex_small27    0.557    0.637    0.587    0.031
sparse_getindex_small28    8.430    9.318    8.624    0.389
sparse_getindex_small29    7.473    8.125    7.712    0.259
sparse_getindex_small30    8.958    9.745    9.368    0.363
sparse_getindex_medium4    0.160    0.172    0.166    0.005
sparse_getindex_medium5    0.271    0.322    0.288    0.021
sparse_getindex_medium6    1.336    1.743    1.438    0.175
sparse_getindex_medium7    0.175    0.189    0.181    0.005
sparse_getindex_medium8    0.158    0.165    0.161    0.003
sparse_getindex_medium9    0.172    0.183    0.177    0.004
sparse_getindex_medium10    1.027    1.032    1.029    0.002
sparse_getindex_medium11    3.102    3.360    3.178    0.106
sparse_getindex_medium12    3.401    3.790    3.627    0.143
sparse_getindex_medium13    0.653    0.745    0.674    0.040
sparse_getindex_medium14    0.299    0.310    0.303    0.005
sparse_getindex_medium15    1.356    1.954    1.503    0.256
sparse_getindex_medium16    0.545    0.659    0.577    0.047
sparse_getindex_medium17    0.528    0.564    0.551    0.014
sparse_getindex_medium18    0.560    0.733    0.648    0.064
sparse_getindex_medium19    8.195    8.308    8.242    0.054
sparse_getindex_medium20    3.071    3.171    3.095    0.043
sparse_getindex_medium21    3.363    3.458    3.384    0.042
sparse_getindex_medium22    0.524    0.541    0.532    0.008
sparse_getindex_medium23    0.340    0.352    0.348    0.005
sparse_getindex_medium24    1.376    2.582    1.676    0.514
sparse_getindex_medium25    0.567    0.655    0.614    0.043
sparse_getindex_medium26    0.598    0.636    0.616    0.016
sparse_getindex_medium27    0.497    0.594    0.552    0.036
sparse_getindex_medium28    7.962   10.829    8.898    1.333
sparse_getindex_medium29    3.146    3.703    3.284    0.240
sparse_getindex_medium30    3.647    3.704    3.682    0.023
sparse_getindex_small31  113.309  113.539  113.411    0.087
sparse_getindex_small32    0.080    0.082    0.081    0.001
sparse_getindex_small33    0.079    0.082    0.080    0.001
sparse_getindex_small34    0.084    0.107    0.101    0.010
sparse_getindex_small35  111.838  121.291  115.106    4.097
sparse_getindex_small36    0.182    0.262    0.225    0.039
sparse_getindex_small37    0.176    0.177    0.176    0.001
sparse_getindex_small38    0.186    0.196    0.188    0.004
sparse_getindex_small39  103.076  103.682  103.437    0.224
sparse_getindex_small40    0.195    0.197    0.196    0.001
sparse_getindex_small41    0.179    0.181    0.179    0.001
sparse_getindex_small42    0.189    0.189    0.189    0.000
sparse_getindex_medium31    0.079    0.080    0.080    0.000
sparse_getindex_medium32    0.083    0.102    0.087    0.008
sparse_getindex_medium33    0.077    0.086    0.081    0.003
sparse_getindex_medium34    0.184    0.197    0.187    0.005
sparse_getindex_medium35    0.182    0.185    0.182    0.001
sparse_getindex_medium36    0.202    0.205    0.204    0.001
sparse_getindex_medium37    0.177    0.178    0.178    0.000
sparse_getindex_medium38    0.177    0.178    0.177    0.000
sparse_getindex_medium39    0.171    0.172    0.172    0.000
